date,Vermont,flu symptoms,the flu,how long flu,flu how long,symptoms of flu,influenza a,bronchitis,the flu symptoms,contagious flu,a influenza,rsv,flu cold,flu contagious,stomach flu,flu a,pneumonia,flu fever,fever flu,how long does flu last,sinus
2013-06-15,1.8797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-22,1.17048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463.798594868935,0.0,0.0,0.0,2002.6203100674877,0.0,0.0,0.0,1622.9096977880793,0.0
2013-06-29,1.75038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.4718766334092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-06,1.27005,0.0,0.0,0.0,0.0,1952.605055011748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-13,1.44175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-20,1.15607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-27,1.92308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108.602406053273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-03,1.46972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-10,1.34977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-17,1.71395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-24,1.35922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.552919838663,0.0,0.0,0.0
2013-08-31,2.2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-07,1.64722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.5328250809143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-14,1.67504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-21,2.22482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.238564227216
2013-09-28,3.54191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.3494826975214,0.0,0.0,0.0,1412.450341507497
2013-10-05,1.77116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.5392435815395,0.0,0.0,0.0,0.0,0.0,1464.8816074501606,0.0,0.0,0.0,0.0
2013-10-12,1.84513,0.0,0.0,0.0,0.0,0.0,1856.398465477938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.877044696976
2013-10-19,1.4652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.149847534277
2013-10-26,1.56829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.5493754046897
2013-11-02,1.31212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-09,1.86391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-16,1.87949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.4477452864385,0.0,0.0,0.0,1587.4875958659252
2013-11-23,1.89911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.9234380251864,0.0,0.0,0.0,0.0,0.0
2013-11-30,1.79453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.810857567093,0.0,0.0,0.0,0.0
2013-12-07,2.4369,0.0,0.0,0.0,0.0,0.0,2208.491651206769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-14,1.88046,0.0,0.0,0.0,0.0,0.0,0.0,1586.650392764531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-21,3.07294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-28,4.66445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159.909271386231,0.0,0.0,0.0,0.0,0.0
2014-01-04,4.38635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.4803589846533
2014-01-11,4.19244,0.0,1598.1340001200426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306.907247868004
2014-01-18,3.0185,1547.4795869539314,1473.0806567513987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557.2172328121665,0.0,0.0,1489.5868721894462,1529.7351307505342
2014-01-25,5.33255,0.0,1171.7692852952528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.0761700021608
2014-02-01,4.62777,0.0,1822.6952610430012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.312212740518,0.0,0.0,0.0,1308.4441173475072
2014-02-08,3.84845,0.0,1439.312567417984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.917897359323
2014-02-15,3.48042,1794.5386082810896,0.0,0.0,0.0,0.0,0.0,1554.135527836188,0.0,0.0,0.0,1234.2977086874266,0.0,0.0,0.0,0.0,2205.337479123294,0.0,0.0,0.0,1324.8452369657134
2014-02-22,2.76364,1242.560992285096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.3695754073838,0.0,0.0,0.0,0.0,0.0,1658.6117434953514,0.0,0.0,0.0,0.0
2014-03-01,3.46691,0.0,0.0,0.0,0.0,0.0,2055.0677018031106,0.0,0.0,0.0,0.0,1465.9075914645434,0.0,0.0,0.0,0.0,1288.0467429000155,0.0,0.0,0.0,1294.1452318501545
2014-03-08,2.78364,0.0,1499.5401546676294,0.0,0.0,0.0,0.0,1756.9684134454458,0.0,0.0,0.0,0.0,0.0,0.0,1393.2216381397784,0.0,1756.899216342458,0.0,0.0,0.0,0.0
2014-03-15,2.98651,1932.6774061398307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.7724877686253,1130.683475228595
2014-03-22,2.89179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.9068093070332,0.0,0.0,0.0,1246.0428703209247
2014-03-29,2.69331,0.0,1506.841129993323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.575301138468
2014-04-05,3.49026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.9944720708472
2014-04-12,3.26409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.9691146455116,0.0,0.0,0.0,2120.57550847855,0.0,0.0,0.0,0.0
2014-04-19,3.20042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863.580792982932
2014-04-26,2.16573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.7247009886562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-03,1.52156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-10,1.57993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.7504789047855,0.0,0.0,0.0,3356.881596915844
2014-05-17,1.76152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-24,2.01064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.840619923318
2014-05-31,1.87919,0.0,0.0,0.0,0.0,2265.352784851675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-07,2.30608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.7897428447354,0.0,0.0,0.0,2539.132847075378,0.0,0.0,0.0,0.0
2014-06-14,1.34328,0.0,1589.7859590617827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-21,1.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-28,1.29252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.034247348813
2014-07-05,1.59151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.3646200093826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-12,1.04322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-19,2.26876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-26,1.51954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-02,1.85328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-09,1.49589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-16,1.9154,0.0,0.0,0.0,0.0,0.0,2105.11074235353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-23,1.46951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.9311324183811,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-30,1.12882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618.9773627056693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-06,1.43198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-13,1.88925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.825148382871
2014-09-20,2.3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.1302295818368,0.0,0.0,0.0,2731.0066283588662
2014-09-27,1.77134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.6059822637326,0.0,0.0,0.0,0.0,0.0,0.0,2434.740890900296,0.0,0.0,0.0,0.0
2014-10-04,1.33929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-11,1.06727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.870063884838,0.0,0.0,0.0,2119.834071189699
2014-10-18,1.30826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-25,1.06242,0.0,1355.3769361311577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,1.37312,0.0,0.0,0.0,0.0,0.0,1499.7036522042183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-08,1.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.617582020613
2014-11-15,0.953576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.8517661645246,2656.295048803399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.8550858936533
2014-11-22,1.24668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.4245052847966,0.0,0.0,0.0,0.0
2014-11-29,1.82879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-06,1.62238,0.0,0.0,1369.5335678794374,1369.5335678794372,0.0,0.0,0.0,0.0,0.0,1645.985926211526,0.0,0.0,0.0,0.0,0.0,1777.621190311301,0.0,0.0,0.0,0.0
2014-12-13,2.01527,0.0,1347.2935255848358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.8392693470405,1212.374796137162,0.0,0.0,0.0,0.0
2014-12-20,2.18712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-27,2.79379,0.0,2042.064792882672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.2307389037414,0.0,0.0,0.0,0.0
2015-01-03,5.03401,2108.43481260852,2326.498801320301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.357867271299,0.0,0.0,1458.745000847921,0.0,0.0,0.0,1940.578523333035
2015-01-10,3.10345,0.0,0.0,0.0,0.0,1496.8235750297683,0.0,0.0,0.0,0.0,0.0,0.0,1741.5883979101914,0.0,0.0,0.0,1739.92781552738,0.0,0.0,0.0,1567.5018170413916
2015-01-17,3.9726,1975.5862939367555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,6.78543,1901.6228462036515,2696.3871162232545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493.307481276024,0.0,0.0,0.0,1297.5540519317296
2015-01-31,5.62334,0.0,2479.4845259851218,0.0,0.0,0.0,0.0,1190.3496806801488,0.0,0.0,0.0,1187.9769159218822,0.0,0.0,0.0,0.0,2015.0557229526837,0.0,0.0,0.0,2152.640601993109
2015-02-07,6.05428,0.0,2107.380903749653,0.0,0.0,0.0,0.0,1209.977366466984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.4934778659267,0.0,0.0,0.0,3731.455306892356
2015-02-14,5.58511,1247.8790957563938,0.0,0.0,0.0,0.0,0.0,2583.03206936557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.023578879434,0.0,0.0,0.0,1256.251221204906
2015-02-21,4.63245,0.0,0.0,0.0,0.0,0.0,0.0,1225.8848749987822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.9514135728434,0.0,0.0,0.0,0.0
2015-02-28,3.44637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637.4454977077094
2015-03-07,3.08229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.3680338766758,1913.6018627898704,0.0,0.0,0.0,2158.8235013622293
2015-03-14,2.20796,0.0,1176.9085132306063,0.0,0.0,0.0,0.0,1473.039702253678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.4324434200034,0.0,0.0,0.0,1622.8053480449337
2015-03-21,2.33352,0.0,1163.2960215241255,0.0,0.0,1407.703024218041,0.0,1176.003589851612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.5292772043472
2015-03-28,2.14936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0365913485796
2015-04-04,3.23268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.5527032570774,0.0,0.0,0.0,1237.817219754356,0.0,0.0,0.0,0.0,1764.8274214593946
2015-04-11,2.5641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2131.900467812977,0.0,0.0,0.0,0.0
2015-04-18,2.07156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231.987899697028
2015-04-25,1.33874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.150349203114
2015-05-02,1.35542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.5332942100088
2015-05-09,1.4863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.5640407328597,0.0,0.0,0.0,0.0,1466.3768353858734,0.0,0.0,0.0,3634.095841864269
2015-05-16,1.04167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.935295780219,0.0,0.0,0.0,1588.2608928007598
2015-05-23,0.881834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-30,0.826446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108.9753762844707,0.0,0.0,0.0,0.0
2015-06-06,0.810373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911.2298835442275,0.0,0.0
2015-06-13,0.415512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-20,0.157729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-27,0.174216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-04,0.37594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-25,0.561272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.925388295772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.686106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.8460678724969,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-08,0.44603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-15,0.57971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-22,0.694444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-29,0.776197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-05,0.398406,0.0,0.0,0.0,0.0,3671.6031368496688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.043285745264,0.0,0.0,0.0,0.0
2015-09-12,0.616523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.928258078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-19,1.25945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-26,0.701262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-03,0.806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.2565747951207,0.0,0.0,0.0,0.0
2015-10-10,0.222519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.5915735670794,0.0,0.0,0.0,0.0
2015-10-17,0.295334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.562208710918,0.0,0.0,0.0,0.0
2015-10-24,0.486174,0.0,0.0,0.0,0.0,2513.9414995402262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-31,0.445633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.4415183243736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779.439624845442,0.0,0.0,0.0,0.0
2015-11-07,0.891651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.4827521681332,0.0,0.0,0.0,1691.089698969456
2015-11-14,0.925926,0.0,0.0,0.0,0.0,0.0,0.0,1786.2271213090055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.4220541689392,0.0,0.0,0.0,0.0
2015-11-21,0.764818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.658745091388,0.0,0.0,0.0,0.0
2015-11-28,1.22599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-05,1.30409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-12,0.828984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.2340831410993,0.0,0.0
2015-12-19,1.29916,0.0,1587.3078967040938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.7247672087883,0.0,0.0,0.0,0.0
2015-12-26,1.38272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.348547675924,0.0,0.0,0.0,0.0,1774.8871765625388
2016-01-02,1.93258,1638.1945860167134,0.0,0.0,0.0,0.0,0.0,2042.1892262833856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.2257231468611,0.0,0.0,0.0,1797.4268037612014
2016-01-09,1.50082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513.959938554962
2016-01-16,1.35501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.715047715065
